156	0
223	0
623	0
1170	0
1239	0
2	1
29	1
43	1
270	1
422	1
651	1
52	2
84	2
124	2
168	2
204	2
215	2
235	2
300	2
320	2
450	2
553	2
563	2
701	2
940	2
947	2
985	2
995	2
996	2
1057	2
1078	2
1095	2
1096	2
1207	2
624	3
203	4
270	4
25	5
51	5
87	5
111	5
176	5
330	5
407	5
416	5
455	5
469	5
521	5
846	5
858	5
883	5
897	5
898	5
906	5
922	5
961	5
1019	5
1067	5
1104	5
1115	5
1150	5
1215	5
1262	5
94	6
155	6
186	6
206	6
216	6
225	6
241	6
243	6
404	6
436	6
507	6
512	6
521	6
550	6
623	6
682	6
688	6
702	6
706	6
761	6
784	6
813	6
926	6
947	6
1038	6
1045	6
1202	6
1260	6
213	7
290	7
410	7
490	7
570	7
640	7
742	7
789	7
821	7
988	7
1153	7
988	8
13	9
45	9
81	9
137	9
374	9
784	9
972	9
995	9
1058	9
88	10
98	10
222	10
341	10
403	10
422	10
572	10
707	10
797	10
947	10
996	10
1067	10
1105	10
1150	10
43	11
74	11
142	11
223	11
452	11
640	11
698	11
975	11
1016	11
1068	11
1138	11
15	12
99	12
124	12
131	12
156	12
272	12
341	12
396	12
416	12
431	12
459	12
472	12
479	12
491	12
621	12
623	12
698	12
702	12
796	12
824	12
892	12
960	12
1148	12
1150	12
1239	12
1248	12
19	13
57	13
82	13
88	13
96	13
102	13
130	13
148	13
149	13
152	13
180	13
219	13
220	13
223	13
257	13
288	13
318	13
368	13
404	13
468	13
471	13
491	13
500	13
592	13
595	13
616	13
618	13
667	13
680	13
730	13
732	13
738	13
820	13
857	13
906	13
919	13
959	13
960	13
977	13
990	13
991	13
1009	13
1048	13
1068	13
1070	13
1086	13
1105	13
1122	13
1164	13
1170	13
1201	13
1207	13
1217	13
203	14
271	14
325	14
1054	14
1160	14
121	16
375	16
491	16
1238	16
135	17
345	17
743	17
972	17
1239	17
23	18
31	18
623	18
688	18
828	18
920	18
1096	18
20	19
509	19
513	19
516	19
586	19
608	19
665	19
885	19
888	19
896	19
959	19
991	19
1057	19
1131	19
1170	19
347	20
429	20
865	21
944	21
981	21
1138	21
1221	21
1236	21
122	22
408	22
636	22
920	22
922	22
1124	22
29	23
98	23
152	23
156	23
223	23
319	23
349	23
355	23
396	23
404	23
406	23
427	23
468	23
515	23
578	23
586	23
623	23
649	23
667	23
684	23
732	23
735	23
738	23
759	23
814	23
820	23
932	23
943	23
1022	23
1068	23
1083	23
1084	23
1131	23
1164	23
1170	23
1208	23
1211	23
1226	23
1241	23
1251	23
491	24
507	24
520	24
521	24
640	24
688	24
725	24
888	24
985	24
34	25
75	25
83	25
366	25
548	25
758	25
822	25
858	25
906	25
972	25
1054	25
1097	25
1117	25
1219	25
34	26
51	26
68	26
143	26
190	26
240	26
379	26
493	26
540	26
548	26
797	26
822	26
972	26
1130	26
100	27
116	27
431	27
916	27
972	27
1090	27
1165	27
39	28
45	28
272	28
490	28
572	28
608	28
790	28
865	28
1004	28
1067	28
1148	28
87	29
102	29
114	29
120	29
122	29
126	29
136	29
137	29
155	29
261	29
274	29
300	29
301	29
342	29
357	29
375	29
385	29
411	29
429	29
447	29
455	29
460	29
472	29
491	29
513	29
521	29
522	29
526	29
537	29
542	29
544	29
552	29
553	29
572	29
574	29
586	29
589	29
607	29
632	29
637	29
665	29
676	29
682	29
694	29
702	29
704	29
711	29
743	29
779	29
792	29
809	29
813	29
817	29
840	29
846	29
856	29
864	29
881	29
909	29
920	29
921	29
927	29
946	29
947	29
973	29
1008	29
1011	29
1013	29
1063	29
1125	29
1138	29
1140	29
1165	29
1172	29
1181	29
1182	29
1188	29
1200	29
1202	29
1215	29
1238	29
1262	29
31	30
92	31
128	31
152	31
271	31
429	31
494	31
548	31
622	31
626	31
715	31
975	31
1020	31
1165	31
1191	31
1241	31
743	32
45	33
320	33
50	34
51	34
57	34
68	34
111	34
143	34
153	34
194	34
200	34
205	34
252	34
270	34
274	34
341	34
375	34
379	34
381	34
385	34
399	34
433	34
481	34
482	34
489	34
491	34
505	34
521	34
522	34
536	34
560	34
577	34
588	34
607	34
639	34
667	34
679	34
680	34
681	34
688	34
698	34
712	34
780	34
789	34
806	34
828	34
833	34
851	34
883	34
888	34
920	34
946	34
951	34
961	34
969	34
972	34
991	34
1010	34
1013	34
1019	34
1054	34
1057	34
1059	34
1067	34
1078	34
1093	34
1096	34
1109	34
1126	34
1137	34
1155	34
1156	34
1160	34
1161	34
1200	34
1202	34
1215	34
1234	34
1238	34
1239	34
1252	34
1262	34
68	35
621	35
669	35
670	35
760	35
149	36
325	36
372	36
642	36
822	36
916	36
933	36
972	36
1077	36
1099	36
1236	36
178	37
375	38
436	38
623	38
983	38
995	38
1057	38
45	39
356	40
88	41
222	41
270	41
425	41
552	41
586	41
640	41
809	41
943	41
947	41
960	41
979	41
1176	41
1263	41
51	42
342	42
537	42
974	42
51	43
127	43
153	43
166	43
176	43
200	43
207	43
226	43
274	43
310	43
333	43
342	43
359	43
383	43
385	43
433	43
436	43
491	43
501	43
521	43
539	43
607	43
629	43
639	43
694	43
719	43
784	43
801	43
833	43
920	43
921	43
950	43
951	43
966	43
983	43
1057	43
1182	43
1192	43
1202	43
1238	43
99	44
459	44
807	44
54	45
98	45
110	45
116	45
180	45
219	45
293	45
390	45
398	45
494	45
509	45
548	45
623	45
713	45
735	45
747	45
820	45
822	45
888	45
981	45
988	45
1070	45
1072	45
1079	45
1090	45
1094	45
1151	45
1159	45
1174	45
1216	45
1230	45
1236	45
392	46
342	47
922	47
1096	47
937	48
1239	48
51	49
190	49
372	49
787	49
455	50
57	51
67	51
68	51
74	51
83	51
130	51
143	51
149	51
160	51
190	51
194	51
205	51
238	51
240	51
254	51
266	51
285	51
297	51
303	51
315	51
331	51
332	51
345	51
366	51
368	51
444	51
445	51
481	51
570	51
584	51
621	51
648	51
697	51
699	51
748	51
758	51
779	51
797	51
800	51
802	51
803	51
805	51
822	51
841	51
845	51
858	51
916	51
949	51
960	51
969	51
991	51
1030	51
1050	51
1054	51
1059	51
1062	51
1140	51
1146	51
1162	51
1219	51
1234	51
1236	51
1251	51
1252	51
1256	51
1260	51
68	52
149	52
167	52
1059	52
1130	52
1201	52
257	53
598	53
1115	53
1156	53
82	55
86	55
137	55
474	55
536	55
553	55
618	55
633	55
774	55
806	55
896	55
940	55
1085	55
1203	55
1246	55
344	56
864	56
124	57
200	57
342	57
357	57
379	57
408	57
465	57
491	57
550	57
580	57
586	57
813	57
892	57
961	57
995	57
1013	57
1035	57
1049	57
1067	57
1093	57
1096	57
1202	57
606	58
639	58
1021	58
271	59
1054	59
1072	59
357	60
868	60
1069	60
90	61
320	61
469	61
577	61
822	62
827	62
1092	62
83	63
135	63
141	63
223	63
272	63
366	63
403	63
408	63
490	63
533	63
602	63
667	63
822	63
972	63
981	63
1162	63
1242	63
1251	64
349	65
303	66
471	66
762	66
822	66
972	66
229	67
375	67
1096	67
1252	67
124	68
342	68
375	68
401	68
513	68
617	68
780	68
813	68
851	68
883	68
920	68
950	68
995	68
1040	68
1096	68
1167	68
1248	68
1252	68
1096	69
381	70
822	70
357	71
915	71
968	71
983	71
999	71
1192	71
1202	71
1234	71
1202	72
235	73
633	73
687	73
973	73
185	75
491	75
512	75
892	75
1018	75
77	76
114	76
168	76
436	76
453	76
488	76
770	76
1057	76
1121	76
789	78
808	78
945	79
971	79
1062	79
148	80
222	80
623	80
797	80
1146	80
1251	80
186	81
521	81
88	82
92	82
116	82
130	82
180	82
187	82
215	82
220	82
412	82
435	82
436	82
471	82
475	82
509	82
532	82
732	82
785	82
835	82
893	82
906	82
940	82
959	82
965	82
984	82
1031	82
1038	82
1039	82
1057	82
1059	82
1072	82
1083	82
1170	82
1220	82
135	83
152	83
166	83
186	83
200	83
216	83
252	83
274	83
431	83
474	83
521	83
546	83
576	83
577	83
600	83
665	83
688	83
702	83
779	83
785	83
898	83
966	83
972	83
995	83
1013	83
1062	83
1096	83
1248	83
1252	83
1262	83
272	84
341	84
393	84
407	84
497	84
515	84
528	84
619	84
623	84
876	84
885	84
906	84
919	84
945	84
1009	84
1033	84
1079	84
1104	84
1150	84
1166	84
1209	84
1239	84
86	85
87	85
479	85
698	85
824	85
885	85
87	86
88	86
98	86
99	86
102	86
170	86
216	86
235	86
252	86
267	86
272	86
288	86
296	86
303	86
318	86
325	86
357	86
379	86
445	86
469	86
479	86
586	86
610	86
614	86
664	86
687	86
748	86
773	86
789	86
906	86
923	86
972	86
981	86
983	86
1009	86
1050	86
1053	86
1072	86
1077	86
1120	86
1138	86
1147	86
1156	86
1162	86
1247	86
88	87
116	87
130	87
149	87
185	87
190	87
193	87
415	87
433	87
471	87
479	87
505	87
506	87
548	87
558	87
642	87
684	87
775	87
822	87
834	87
876	87
901	87
935	87
950	87
960	87
969	87
1015	87
1156	87
1162	87
1201	87
1207	87
1217	87
1219	87
1230	87
1239	87
1251	87
111	88
120	88
130	88
169	88
178	88
202	88
203	88
216	88
219	88
223	88
245	88
246	88
288	88
348	88
377	88
413	88
416	88
421	88
472	88
501	88
542	88
566	88
572	88
591	88
609	88
676	88
702	88
743	88
777	88
789	88
856	88
876	88
878	88
896	88
906	88
920	88
924	88
941	88
951	88
960	88
971	88
981	88
983	88
990	88
991	88
1018	88
1031	88
1049	88
1057	88
1072	88
1093	88
1109	88
1128	88
1150	88
1179	88
1201	88
1202	88
1230	88
1234	88
1235	88
1250	88
1259	88
1262	88
240	89
253	89
299	89
968	89
969	89
1097	89
1207	89
1226	89
1251	89
431	90
522	91
536	91
1018	91
123	92
134	92
136	92
151	92
203	92
213	92
215	92
221	92
285	92
361	92
411	92
436	92
472	92
491	92
503	92
529	92
553	92
609	92
637	92
665	92
940	92
984	92
1057	92
1137	92
366	93
667	93
779	93
935	93
1019	93
1239	93
548	94
568	94
436	95
1252	95
152	96
1093	97
120	98
134	98
205	98
219	98
360	98
388	98
396	98
417	98
427	98
475	98
521	98
522	98
526	98
536	98
566	98
569	98
619	98
623	98
640	98
649	98
650	98
856	98
864	98
906	98
920	98
947	98
977	98
979	98
1031	98
1093	98
1105	98
1137	98
1164	98
1169	98
1170	98
1211	98
1241	98
1258	98
1263	98
482	99
623	99
665	99
1052	99
114	100
215	100
274	100
383	100
405	100
436	100
484	100
572	100
586	100
607	100
665	100
748	100
833	100
940	100
972	100
1181	100
741	101
789	101
116	102
125	102
197	102
235	102
393	102
493	102
572	102
623	102
743	102
822	102
829	102
972	102
1072	102
1108	102
1207	102
1234	102
1236	102
1263	102
272	103
341	103
356	103
359	103
507	103
606	103
743	103
770	103
885	103
972	103
993	103
1211	103
521	104
694	104
945	104
333	105
1213	105
297	106
375	106
922	106
276	107
490	107
617	107
875	107
955	107
1239	107
743	108
760	108
688	109
126	110
130	110
139	110
220	110
289	110
369	110
839	110
1135	110
433	111
490	111
566	111
898	111
920	111
922	111
923	111
956	111
1149	111
1250	111
203	112
235	112
640	112
973	112
665	113
892	113
995	113
116	114
516	114
727	114
774	114
835	114
940	114
959	114
1031	114
1162	114
203	115
522	115
733	115
736	115
122	116
127	116
136	116
137	116
139	116
155	116
173	116
181	116
183	116
226	116
260	116
282	116
283	116
297	116
300	116
313	116
396	116
397	116
411	116
430	116
433	116
436	116
472	116
491	116
512	116
521	116
522	116
526	116
572	116
574	116
587	116
589	116
631	116
636	116
637	116
639	116
665	116
682	116
694	116
704	116
731	116
733	116
745	116
756	116
788	116
792	116
838	116
861	116
864	116
871	116
883	116
920	116
921	116
922	116
923	116
945	116
947	116
962	116
966	116
1018	116
1023	116
1027	116
1035	116
1064	116
1067	116
1077	116
1107	116
1125	116
1137	116
1155	116
1167	116
1188	116
1222	116
1235	116
1252	116
